еаэс,россия,negative
россия,еаэс,negative
зст,евразия,positive
средний восток,каспий,positive
республика никарагуа,тихий,positive
республика никарагуа,атлантический океан,positive
еаэс,союз,positive
кнр,союз,positive
асеан,еаэс,positive
асеан,зст,positive
асеан,индия,positive
асеан,брикс,positive
асеан,вьетнам,positive
еаэс,брикс,negative
еаэс,экономический пояс шелковый путь,positive
еаэс,шос,negative
россия,брикс,positive
россия,шос,positive
еаэс,экономический пояс шелковый путь» (эпшпа,positive
еаэс,эпшпа,positive
кнр,шелковый путь,positive
кнр,азиатский банк инфраструктурный инвестиция (абия,positive
кнр,абия,positive
экономический пояс шелковый путь,шелковый путь,positive
экономический пояс шелковый путь,азиатский банк инфраструктурный инвестиция (абия,positive
экономический пояс шелковый путь,абия,positive
морской шелковый путь,шелковый путь,positive
морской шелковый путь,азиатский банк инфраструктурный инвестиция (абия,positive
морской шелковый путь,абия,positive
xxi век,шелковый путь,positive
xxi век,азиатский банк инфраструктурный инвестиция (абия,positive
xxi век,абия,positive
госсовет,шелковый путь,positive
госсовет,азиатский банк инфраструктурный инвестиция (абия,positive
госсовет,абия,positive
ттп,ттип,positive
еаэс,кнр,negative
экономический пояс шелковый путь,китай,negative
россия,азия,positive
китай,азия,positive
китай,юго-восточный азия,positive
китай,закавказье,positive
китай,восточный азия,positive
шелковый путь,китай,positive
шелковый путь,азия,positive
шелковый путь,юго-восточный азия,positive
шелковый путь,закавказье,positive
шелковый путь,восточный азия,positive
великий шелковый путь,китай,positive
великий шелковый путь,азия,positive
великий шелковый путь,юго-восточный азия,positive
великий шелковый путь,закавказье,positive
великий шелковый путь,восточный азия,positive
китай,юва,positive
китай,центральный азия,positive
еаэс,атр,positive
пекин,китай,positive
пекин,западный европа,positive
пекин,ближний восток,positive
пекин,европа,positive
китай,трасека,positive
казахстан,трасека,positive
закавказье,трасека,positive
турция,трасека,positive
европа,трасека,positive
евразийский континент,россия,positive
евразийский континент,эпшпа,positive
евразийский континент,азиатско-североамериканский,positive
евразийский континент,арктический магистраль,positive
евразия,россия,positive
евразия,азия,positive
евразия,европа,positive
азия,россия,positive
евразия,еаэс,positive
евразия,атр,positive
европейский союз,еаэс,positive
европейский союз,атр,positive
соединенный штат,вто,positive
ттп,вто,positive
ттп,соединенный штат,positive
ттип,вто,positive
соединенный штат,сша,negative
соединенный штат,америка,negative
соединять штат,вьетнам,negative
соединять штат,япония,negative
сша,атр,positive
институт глобальный развитие и окружающий среда,франция,negative
институт глобальный развитие и окружающий среда,германия,negative
институт глобальный развитие и окружающий среда,великобритания,negative
ттп,зст,positive
ттип,зст,positive
еаэс,евразийский экономический союз,positive
зст,россия,positive
евросоюз,россия,positive
сша,россия,positive
ес,евразийский экономический союз,positive
россия,кнр,positive
еаэс,ттп,negative
еаэс,ттип,negative
широкий,еаэс,negative
широкий,брикс,negative
широкий,шос,negative
широкий,ттп,negative
широкий,ттип,negative
тихий,республика никарагуа,positive
атлантический океан,республика никарагуа,positive
китай,шелковый путь,positive
китай,великий шелковый путь,positive
азия,китай,positive
азия,шелковый путь,positive
азия,великий шелковый путь,positive
юго-восточный азия,китай,positive
юго-восточный азия,шелковый путь,positive
юго-восточный азия,великий шелковый путь,positive
закавказье,китай,positive
закавказье,шелковый путь,positive
закавказье,великий шелковый путь,positive
восточный азия,китай,positive
восточный азия,шелковый путь,positive
восточный азия,великий шелковый путь,positive
азия,европа,positive
европа,азия,positive
атр,еаэс,positive
еаэс,тихоокеанский регион,negative
россия,тихоокеанский регион,negative
кнр,россия,positive
брикс,еаэс,negative
шос,еаэс,negative
ттп,еаэс,negative
ттип,еаэс,negative
