восточный,россия,negative
европа,россия,positive
россия,европа,positive
россия,ельцин,negative
китай,россия,positive
китай,цинь,negative
китай,ельцин,negative
цинь,ельцин,negative
грузия,россия,negative
грузия,украина,negative
грузия,балтийский,negative
грузия,тихий океан,negative
грузия,запад,negative
украина,россия,negative
украина,балтийский,negative
украина,тихий океан,negative
украина,запад,negative
россия,запад,negative
россия,украина,negative
россия,польша,positive
россия,балтия,positive
польша,балтия,positive
россия,нато,positive
украина,нато,negative
нато,украина,negative
кремль,грузия,negative
кремль,украина,negative
россия,наполеон,negative
россия,гитлер,negative
европа,гитлер,negative
россия,севастополь,negative
крым,севастополь,negative
севастополь,россия,negative
севастополь,черный море,negative
москва,украина,positive
москва,крым,positive
украина,крым,positive
кремль,крым,negative
кремль,восточный украина,negative
кремль,восточный,negative
украина,европа,positive
крым,россия,negative
крым,украина,positive
крым,запад,negative
колин пауэлл,ирак,negative
прибалтика,москва,positive
средний азия,москва,positive
сибирь,москва,positive
дальний восток,москва,positive
чечня,грузия,negative
россия,абхазия,positive
россия,южный осетия,positive
грузия,абхазия,positive
грузия,южный осетия,positive
украина,абхазия,positive
украина,южный осетия,positive
казахстан,шос,positive
киргизия,казахстан,positive
киргизия,шос,positive
таджикистан,россия,positive
таджикистан,евразийский экономический союз,positive
таджикистан,казахстан,positive
таджикистан,киргизия,positive
таджикистан,шос,positive
узбекистан,россия,positive
узбекистан,евразийский экономический союз,positive
узбекистан,казахстан,positive
узбекистан,киргизия,positive
узбекистан,шос,positive
советский союз,россия,positive
туркменистан,россия,positive
российский империя задолго до образование,россия,positive
европа,нато,negative
киргизия,афганистан,negative
сша,афганистан,negative
россия,соединять штат,negative
центральный азия,китай,negative
экономический пояс шелковый путь,азия,positive
экономический пояс шелковый путь,центральный азия,positive
кнр,пекин,positive
кнр,новый шелковый путь,positive
китай,азия,negative
китай,центральный азия,negative
китай,кнр,negative
кнр,азия,negative
кнр,центральный азия,negative
китай,азиатско-тихоокеанский регион,positive
азия,южный корея,positive
азия,тайвань,positive
северо-восточный азия,япония,positive
северо-восточный азия,южный корея,positive
северо-восточный азия,тайвань,positive
восточный,япония,positive
восточный,южный корея,positive
восточный,тайвань,positive
азия,япония,positive
северо-восточный азия,китай,positive
япония,китай,positive
южный корея,китай,positive
экономический интеграция,китай,positive
экономический интеграция,япония,positive
экономический интеграция,южный корея,positive
экономический интеграция,тайвань,positive
восточный,китай,positive
дальний восток,азия,positive
дальний восток,северо-восточный азия,positive
дальний восток,восточный,positive
россия,азия,positive
запад,китай,negative
россия,китай,positive
россия,северный корея,negative
россия,корея,negative
дальний восток,китай,negative
дальний восток,северный корея,negative
дальний восток,корея,negative
китай,дальний восток,positive
китай,тайвань,positive
китай,северный корея,positive
тайвань,северный корея,negative
тайвань,корея,negative
россия,дальний восток,positive
дальний восток,транссибирский железнодорожный магистраль,negative
россия,южный корея,positive
россия,япония,positive
россия,сша,positive
россия,северо-восточный азия,positive
россия,восточный,positive
сша,азия,positive
сша,северо-восточный азия,positive
сша,восточный,positive
южный корея,азия,positive
южный корея,северо-восточный азия,positive
южный корея,восточный,positive
япония,азия,positive
япония,северо-восточный азия,positive
япония,восточный,positive
корея,азия,positive
корея,северо-восточный азия,positive
корея,восточный,positive
россия,евросоюз,positive
европа,евросоюз,negative
белоруссия,нато,negative
белоруссия,евросоюз,negative
москва,корея,positive
нато,китай,positive
восточный европа,россия,negative
балтия,польша,positive
нато,россия,negative
наполеон,россия,negative
гитлер,россия,negative
европа,наполеон,negative
наполеон,европа,negative
гитлер,европа,negative
грузия,чечня,negative
абхазия,грузия,positive
южный осетия,грузия,positive
кнр,китай,negative
нато,сша,positive
сша,нато,positive
китай,нато,positive
