vg,европа,negative
путин,европа,negative
путин,ес,negative
россия,путин,negative
россия,ес,negative
россия,украина,negative
украина,vg,negative
украина,сирия,negative
украина,климкин,negative
крым,vg,negative
крым,украина,negative
крым,сирия,negative
крым,климкин,negative
восточный украина,vg,negative
восточный украина,украина,negative
восточный украина,сирия,negative
восточный украина,климкин,negative
ес,путин,negative
украина,донбасс,negative
донбасс,украина,negative
ес,россия,negative
путин,россия,negative
путин,семерка,negative
семерка,россия,negative
семерка,путин,negative
россия,семерка,negative
климкин,россия,positive
