левен,нато,positive
левен,балтийский регион,positive
швеция,финляндия,positive
швеция,балтийский регион,positive
стефан левный (stefan lofven,балтийский регион,positive
финляндия,балтийский регион,positive
саули ниинист (sauli niinisto,балтийский регион,positive
нато,балтийский регион,positive
стефан левный,нато,positive
стефан левный,балтийский регион,positive
ниинист,нато,positive
ниинист,балтийский регион,positive
саули ниинист,балтийский регион,positive
финляндия,швеция,positive
левен,варшава,positive
стефан левный,варшава,positive
ниинист,варшава,positive
балтийский регион,нато,positive
диалог,нато,positive
диалог,балтийский регион,positive
швеция,левый партия,negative
швеция,шведский демократ,negative
балтика,россия,negative
хельсинкский конференция,крым,negative
россия,крым,negative
левый партия,швеция,negative
шведский демократ,швеция,negative
