иран,израиль,positive
али лариджани (ali larijani,россия,positive
али лариджани (ali larijani,тасс,positive
али лариджани (ali larijani,иран,positive
лариджани,россия,positive
лариджани,тасс,positive
лариджани,иран,positive
россия,сирия,positive
россия,башар асад,positive
иран,сирия,positive
иран,башар асад,positive
иран,асад,positive
сирия,россия,positive
сирия,асад,negative
россия,бушерский аэс,positive
россия,совет безопасность,positive
россия,оон,positive
иран,бушерский аэс,positive
иран,совет безопасность,positive
иран,оон,positive
лариджани,москва,positive
иран,лариджани,negative
иран,тегеран,negative
лариджани,кант,positive
абдул кадыр хана,лариджани,negative
aq khan,лариджани,negative
али хаменей,ayatollah ali khamenei,positive
россия,москва,positive
сирия,корпус,positive
сирия,вкс,positive
москва,корпус,positive
москва,вкс,positive
тегеран,корпус,positive
тегеран,вкс,positive
асад,корпус,positive
асад,вкс,positive
корпус,вкс,positive
россия,израиль,negative
сирия,иран,positive
сирия,москва,positive
сирия,израиль,positive
сирия,хезболла,negative
сирия,тель-авив,negative
россия,ближний восток,positive
йосси альфер (yossi alpher,ближний восток,positive
моссад,ближний восток,positive
израиль,ближний восток,positive
альфер,ближний восток,positive
сирия,путин,positive
сирия,биби нетаньяху,positive
сирия,альфер,positive
иран,моссада,positive
израиль,моссада,positive
израиль,рухолла мусави хомейня (ruhollah khomeini,positive
ближний восток,моссада,positive
периферия» (periphery,иран,positive
периферия» (periphery,ближний восток,positive
периферия» (periphery,моссада,positive
периферия» (periphery,рухолла мусави хомейня (ruhollah khomeini,positive
моссада,рухолла мусави хомейня (ruhollah khomeini,negative
саудовский аравия,иран,negative
правый берег,израиль,positive
москва,лариджани,positive
ayatollah ali khamenei,али хаменей,positive
вкс,корпус,positive
путин,сирия,positive
израиль,россия,negative
восточный,иерусалим,negative
иерусалим,восточный,negative
