росстат,турция,negative
россия,турция,negative
алексей лихачев,россия,negative
владимир путин,россия,negative
ставрополь,россия,negative
dw,турция,negative
dw,египет,negative
россия,египет,negative
ассоциация туроператор,турция,negative
ассоциация туроператор,египет,negative
атор,турция,negative
атор,египет,negative
владимир канторович,турция,negative
владимир канторович,египет,negative
турция,dw,negative
турция,россия,negative
турция,ассоциация туроператор,negative
турция,атор,negative
турция,владимир канторович,negative
египет,dw,negative
египет,россия,negative
египет,ассоциация туроператор,negative
египет,атор,negative
египет,владимир канторович,negative
