кавказский регион,россия,negative
кавказ,россия,negative
кавказ,турция,positive
бюлент араз,россия,negative
бюлент араз,турция,negative
сирия,ближний восток,negative
москва,россия,negative
кавказ,сирия,negative
кавказ,украина,negative
россия,сухуми,positive
россия,цхинвали,positive
грузия,сухуми,positive
грузия,цхинвали,positive
соединять штат,евросоюз,positive
южный осетия,россия,negative
южный осетия,запад,negative
тбилиси,россия,negative
запад,россия,negative
россия,украина,positive
россия,кавказ,positive
вашингтон,москва,positive
вашингтон,европа нефть и газ,positive
вашингтон,тегеран,positive
вашингтон,европа,positive
европа нефть и газ,москва,positive
европа нефть и газ,тегеран,positive
тегеран,москва,positive
европа,москва,positive
европа,тегеран,positive
россия,северный кавказ,positive
грузия,азербайджан,positive
армения,москва,positive
армения,азербайджан,positive
украина,грузия,positive
тбилиси,североатлантический альянс,positive
альянс,североатлантический альянс,positive
сша,евросоюз,positive
кемаль ататюрк,сша,negative
кемаль ататюрк,европа,negative
турция,кавказ,positive
анкара,турция,negative
анкара,кавказ,negative
анкара,советский союз,negative
анкара,средний азия,negative
керим хас,турция,negative
керим хас,кавказ,negative
керим хас,советский союз,negative
керим хас,средний азия,negative
международный организация стратегический исследование,турция,negative
международный организация стратегический исследование,кавказ,negative
международный организация стратегический исследование,советский союз,negative
международный организация стратегический исследование,средний азия,negative
турция,реджеп тайип эрдоган,positive
именно эрдоган,кавказ,positive
эрдоган,кавказ,positive
азербайджан,армения,negative
азербайджан,нагорный карабах,negative
азербайджан,карабах,negative
турция,армения,positive
турция,азербайджан,positive
азербайджан,анкара,negative
ереван,анкара,positive
турецкий,армения,positive
тбилиси,баку–ахалкалаки–тбилиси–карс,positive
тбилиси,баку,positive
азербайджан,баку–ахалкалаки–тбилиси–карс,positive
азербайджан,баку,negative
турция,тбилиси,positive
турция,баку–ахалкалаки–тбилиси–карс,positive
турция,баку,positive
баку–тбилиси–джейхан,тбилиси,positive
баку–тбилиси–джейхан,баку–ахалкалаки–тбилиси–карс,positive
баку–тбилиси–джейхан,баку,positive
баку–тбилиси–эрзерум,тбилиси,positive
баку–тбилиси–эрзерум,баку–ахалкалаки–тбилиси–карс,positive
баку–тбилиси–эрзерум,баку,positive
трансанатолийский,тбилиси,positive
трансанатолийский,баку–ахалкалаки–тбилиси–карс,positive
трансанатолийский,баку,positive
трансадриатический газопровод,тбилиси,positive
трансадриатический газопровод,баку–ахалкалаки–тбилиси–карс,positive
трансадриатический газопровод,баку,positive
баку,баку–ахалкалаки–тбилиси–карс,positive
нато,анкара,negative
нато,североатлантический блок,negative
тбилиси,анкара,negative
тбилиси,североатлантический блок,negative
анкара,североатлантический блок,positive
azerbaycan dostluk derne,gurcistan dostluk derne,positive
azerbaycan dostluk derne,грузинский ассоциация дружба,positive
анкара,запад,positive
кавказ,анкара,negative
кавказ,запад,positive
турция,грузия,positive
азербайджан,грузия,positive
соединять штат,турция,positive
соединять штат,азербайджан,positive
соединять штат,грузия,positive
турция,евросоюз,positive
турция,запад,negative
закавказье,европа,positive
закавказье,восточный европа,positive
закавказье,кавказ,positive
закавказье,центральный азия,positive
закавказье,fride,positive
закавказье,йос боонстр,positive
россия,евразийский экономический союз (еаэс,positive
россия,гюмри,positive
армения,евразийский экономический союз (еаэс,positive
армения,гюмри,positive
кавказ,рф,positive
россия,закавказье,positive
россия,рф,positive
закавказье,рф,positive
чечня,кавказ,positive
чечня,закавказье,positive
чечня,северный кавказ,positive
чечня,рф,positive
северный кавказ,рф,positive
москва,грузия,positive
анкара,москва,negative
анкара,грузия,positive
турция,абхазия,negative
россия,ближний восток,negative
турция,ближний восток,negative
конрад заштовт,кавказский регион,negative
конрад заштовт,россия,negative
конрад заштовт,турция,negative
конрад заштовт,ближний восток,negative
турция,россия,negative
азербайджан,россия,positive
ахмет давутоглу,нагорный карабах,negative
ахмет давутоглу,карабах,negative
су,нагорный карабах,negative
су,карабах,negative
нагорный карабах,баку,positive
эрдоган,баку,positive
карабах,баку,positive
азербайджан,сша,negative
азербайджан,евросоюз,negative
азербайджан,запад,negative
запад,сша,negative
запад,евросоюз,negative
запад,баку,negative
тбилиси,киев,positive
баку,киев,positive
сирия,россия,negative
азербайджан,сирия,positive
азербайджан,ближний восток,negative
россия,азербайджан,positive
россия,мид,positive
россия,эльмар мамедьяров,positive
турция,мид,positive
турция,эльмар мамедьяров,positive
азербайджан,мид,positive
азербайджан,эльмар мамедьяров,positive
мид,москва,negative
мид,анкара,negative
эльмар мамедьяров,москва,negative
эльмар мамедьяров,анкара,negative
нагорный карабах,азербайджан,positive
карабах,азербайджан,positive
грузия,абхазия,negative
грузия,южный осетия,negative
дагестан,иго,negative
азербайджан,анкара–баку–тбилиси,negative
тегеран,россия,positive
тегеран,запад,positive
турция,сша,positive
азербайджан,тегеран,positive
тегеран,сша,positive
тегеран,евросоюз,positive
азербайджан,иран,positive
азербайджан,ильхам алиев,positive
азербайджан,али хаменей,positive
азербайджан,хасан роухань,positive
али хаменей,хасан роухань,positive
турция,исламский республика,positive
сирия,баку,positive
сирия,исламский республика,positive
ближний восток,турция,negative
ближний восток,баку,positive
ближний восток,исламский республика,positive
кавказ,москва,negative
запад,москва,negative
запад,анкара,negative
иран,москва,negative
иран,анкара,negative
сша,армения,positive
сша,тбилиси,positive
сша,баку–ахалкалаки–тбилиси–карс,positive
сша,баку,positive
палата представитель,армения,positive
палата представитель,тбилиси,positive
палата представитель,баку–ахалкалаки–тбилиси–карс,positive
палата представитель,баку,positive
конгресс сша,армения,positive
конгресс сша,тбилиси,positive
конгресс сша,баку–ахалкалаки–тбилиси–карс,positive
конгресс сша,баку,positive
кавказский регион,турция,negative
запад,абхазия,negative
запад,южный осетия,negative
запад,грузия,negative
москва,нагорный карабах,negative
москва,карабах,negative
армения,баку,positive
одкб и еаэс,москва,positive
одкб и еаэс,армения,positive
одкб и еаэс,баку,positive
абхазия,запад,negative
турция,южный осетия,negative
