атр,восток,negative
запад,северо-восточный,positive
запад,восточный азия,positive
запад,азиатско-тихоокеанский регион,positive
запад,восточный,positive
запад,азия,positive
запад,тихоокеанский регион,positive
восток,северо-восточный,positive
восток,восточный азия,positive
восток,азиатско-тихоокеанский регион,positive
восток,восточный,positive
восток,азия,positive
восток,тихоокеанский регион,positive
северный пацифика,тихоокеанский бассейн,positive
россия,северный пацифика,positive
северный пацифика,северо-восточный,positive
северный пацифика,восточный азия,positive
северный пацифика,восточный,positive
северный пацифика,северо-восточный азия,positive
северный пацифика,азия,positive
россия,азия,positive
россия,средний азия,positive
восток,средний азия,positive
передняя,азия,positive
передняя,средний азия,positive
центральный азия,азия,positive
центральный азия,средний азия,positive
дальний восток,азия,positive
дальний восток,средний азия,positive
азия,средний азия,positive
восток,атр,negative
россия,восточный азия,positive
россия,сва,positive
восточный азия,сва,positive
сва,москва,negative
азия,сва,positive
азия,россия,positive
россия,китай,negative
азиатский государство,россия,positive
азиатский государство,советский союз,positive
советский союз,китай,negative
россия,япония,positive
маньчжурия,россия,positive
маньчжурия,азия,positive
япония,россия,positive
япония,азия,positive
китай,россия,positive
китай,азия,positive
россия,восточный,positive
ссср,тихий океан,positive
москва,кремль,positive
пекин,кремль,positive
си цзиньпина,азия,positive
си цзиньпина,шанхай,positive
шанхай,азия,positive
европа,россия,positive
европа,ссср,positive
европа,сша,positive
сша,россия,negative
китай,япония,positive
китай,кндр,negative
япония,кндр,negative
китай,южный корея,positive
китай,корея,positive
атр,сва,positive
восточный,сва,positive
москва,сва,positive
вашингтон,сва,positive
токио,сва,positive
сеул,сва,positive
пекин,сва,positive
россия,атр,positive
россия,сша,negative
рф,россия,positive
северный пацифика,россия,positive
северный пацифика,кнр,positive
северный пацифика,япония,positive
северный пацифика,кндр,positive
северный пацифика,канада,positive
северный пацифика,республика корея,positive
северный пацифика,соединенный штат,positive
северный пацифика,тайвань,positive
кнр,япония,positive
кндр,япония,positive
тихий океан,россия,positive
тихий океан,кнр,positive
тихий океан,япония,positive
тихий океан,кндр,positive
тихий океан,канада,positive
тихий океан,республика корея,positive
тихий океан,соединенный штат,positive
тихий океан,тайвань,positive
канада,япония,positive
республика корея,япония,positive
соединенный штат,япония,positive
тайвань,япония,positive
северный пацифика,сша,positive
ес,северный пацифика,negative
асеан,северный пацифика,negative
северный пацифика,сва,positive
северный пацифика,ва,positive
сша,транс-тихоокеанский партнерство,positive
россия,северо-восточный,positive
россия,северо-восточный азия,positive
атр,северный пацифика,positive
атр,россия,positive
амур,цин,positive
амур,евразия,positive
цин,евразия,positive
северный пацифика,аляска,positive
дэвид дьюит,северный пацифика,positive
дэвид дьюит,диалог кооперативный безопасность,positive
дэвид дьюит,north pacific cooperative security dialogue – npcsd,positive
пекин,россия,negative
пекин,сша,negative
пекин,запад,negative
пост-тяньаньмэньский,россия,negative
пост-тяньаньмэньский,сша,negative
пост-тяньаньмэньский,запад,negative
северный пацифика,корейский полуостров,positive
северный пацифика,чукотка,positive
северный пацифика,камчатка,positive
северный пацифика,азия–америка,positive
северный пацифика,колыма,positive
азия–европа,чукотка,positive
азия–европа,камчатка,positive
азия–европа,азия–америка,positive
азия–европа,колыма,positive
азия–европа,аляска,positive
вашингтон,европа,positive
вашингтон,китай,positive
вашингтон,россия,positive
россия,ссср,negative
ссср,сша,positive
сша,ссср,positive
северный корея,корея,negative
корея,северный корея,negative
япония,китай,positive
южный корея,китай,positive
корея,китай,positive
сва,северный пацифика,positive
сва,ва,positive
ва,сва,positive
цин,амур,positive
транс-тихоокеанский партнерство,сша,positive
европа,вашингтон,positive
китай,вашингтон,positive
россия,вашингтон,positive
