россия,россия,negative
россия,рио,negative
россия,соединенный штат,negative
россия,евросоюз,negative
россия,украина,negative
советский союз,запад,negative
афганистан,советский союз,negative
афганистан,запад,negative
афганистан,москва,negative
коэ,iaaf,negative
коэ,соединенный королевство,negative
iaaf,соединенный королевство,negative
себастьян коэ,соединенный королевство,negative
москва,соединенный королевство,negative
аргумент,iaaf,negative
путин,iaaf,negative
нато,россия,negative
нато,запад,negative
iaaf,россия,negative
путин,россия,negative
крым,россия,negative
крым,iaaf,negative
нато,альянс,negative
bild am sonntag,альянс,negative
германия,альянс,negative
штайнмайер,ангел меркель,positive
россия,европа,positive
