россия,крым,positive
соединять штат,владимир путин,negative
соединять штат,евросоюз,negative
соединять штат,путин,negative
украина,россия,positive
россия,сша,positive
prada,манхеттен,negative
tiffany,манхеттен,negative
москва,манхеттен,negative
путин,сша,positive
путин,тупак шакур,positive
путин,аллен гинзберг,positive
путин,джексон поллок,positive
владислав сурков,сша,positive
владислав сурков,тупак шакур,positive
владислав сурков,аллен гинзберг,positive
владислав сурков,джексон поллок,positive
россия,украина,positive
россия,европа,positive
украина,европа,positive
сша,россия,positive
кристин уормут,россия,positive
кристин уормут,сша,positive
крым,украина,positive
кремль,украина,positive
европа,россия,negative
восточный европа,россия,negative
кремль,китай,negative
россия,роснефть,positive
россия,северный атлантика,positive
россия,statoil,positive
европа,роснефть,positive
европа,северный атлантика,positive
европа,statoil,positive
соединять штат,россия,negative
abn amro,куба,negative
abn amro,иран,negative
abn amro,ливия,negative
abn amro,судан,negative
ihs cambridge energy research associates,россия,negative
путин,крым,negative
левада-центр,крым,negative
forbes,россия,positive
россия,соединенный штат,positive
сша,кремль,positive
запад,москва,negative
обама,москва,negative
путин,москва,negative
сша,европа,negative
сша,франция,negative
сша,западный европа,negative
европа,франция,negative
европа,западный европа,negative
москва,россия,positive
москва,иран,positive
москва,сирия,positive
вашингтон,россия,positive
вашингтон,иран,positive
вашингтон,сирия,positive
асад,исламский государство,negative
россия,москва,positive
украина,москва,positive
соединять штат,украина,positive
киев,россия,negative
обама,иран,positive
куба,иран,positive
европа,украина,positive
россия,кристин уормут,positive
сша,кристин уормут,positive
россия,соединять штат,negative
роснефть,россия,positive
роснефть,европа,positive
северный атлантика,россия,positive
северный атлантика,европа,positive
statoil,россия,positive
statoil,европа,positive
куба,abn amro,negative
иран,abn amro,negative
ливия,abn amro,negative
судан,abn amro,negative
франция,германия,positive
германия,франция,positive
