великобритания,ес,positive
великобритания,сша,negative
сша,великобритания,negative
атлантический совет,великобритания,positive
атлантический совет,ес,positive
атлантический совет,сша,positive
атлантический совет,натали нугеред (natalie nougayrede,positive
атлантический совет,le monde,positive
атлантический совет,the guardian,positive
атлантический совет,ричард морнингстар (richard morningstar,positive
атлантический совет,питер уестмэкотт (peter westmacott,positive
атлантический совет,натали нугеред,positive
атлантический совет,нугеред,positive
нугеред,ес,positive
нугеред,сша,positive
brexit,ес,positive
brexit,россия,positive
ес,украина,negative
россия,украина,negative
brexit,европа,negative
brexit,натали нугеред,positive
brexit,москва,positive
европа,натали нугеред,positive
европа,москва,positive
европа,нугеред,positive
натали нугеред,москва,positive
нугеред,москва,positive
европа,россия,positive
великобритания,нато,negative
нато,великобритания,negative
нато,сша,negative
европа,вашингтон,positive
сша,европа,positive
сша,вашингтон,positive
сша,нугеред,positive
обама,дэвид кэмерон,positive
великобритания,дэвид кэмерон,positive
великобритания,лондон,positive
ричард морнингстар,великобритания,negative
уестмэкотт,ес,positive
питер уестмэкотт,ес,positive
россия,европа,positive
сша,нато,negative
