германия,россия,positive
россия,германия,positive
украина,россия,positive
германия,европа,positive
европа,россия,positive
германия,сша,positive
сша,германия,negative
сша,украина,negative
россия,сша,positive
россия,европа,positive
франк-вальтер штайнмайер,россия,positive
украина,сирия,positive
сирия,россия,negative
сирия,ближний восток,negative
сирия,запад,negative
сирия,исламский государство,negative
асад,россия,negative
асад,сирия,negative
асад,исламский государство,negative
асад,ближний восток,negative
асад,запад,negative
сша,европа,negative
европа,сша,negative
