центральный европа,северный поток-2,negative
центральный европа,энергетический союз,negative
северный поток-2,россия,negative
северный поток-2,роснефть,negative
кремль,игила,positive
кремль,сирия,positive
путин,россия,positive
путин,кудрин,negative
владимир путин,россия,positive
тасс,россия,positive
алексей кудрин,россия,positive
совет,россия,positive
кудрин,россия,positive
рбк,россия,positive
россия,кремль,positive
россия-нато,кремль,positive
дмитрий медведева,путин,positive
кудрин,путин,positive
