европа,россия,positive
путин,комитет по право человек,positive
путин,huffington post,positive
путин,бернер,negative
москва,европейский союз,positive
башар асад,владимир путин,negative
башар асад,сирия,negative
башар асад,путин,negative
иран,путин,positive
путин,россия,negative
бернер,россия,positive
путин,запад,negative
россия,москва,negative
украина,россия,positive
обама,россия,positive
обама,сша,positive
бенедикт бернер,россия,positive
бенедикт бернер,сша,positive
бернер,сша,positive
теория обама,россия,positive
теория обама,бенедикт бернер,positive
теория обама,бернер,positive
теория обама,сша,positive
теория обама,украина,positive
украина,сша,positive
обама,бенедикт бернер,positive
обама,бернер,positive
обама,украина,positive
европа,бернер,positive
россия,бернер,positive
