сша,гарри трумэн,negative
сша,сталин,negative
сша,рузвельт,negative
сша,тегеранский конференция,negative
советский союз,гарри трумэн,negative
советский союз,сталин,negative
советский союз,рузвельт,negative
советский союз,тегеранский конференция,negative
гарри трумэн,сталин,negative
гарри трумэн,рузвельт,negative
гарри трумэн,тегеранский конференция,negative
ссср,советский союз,negative
координационный комитет по экспортный контроль,советский союз,negative
ссср,запад,positive
москва,сша,positive
московский международный экономический совещание,советский союз,positive
европа,нато,negative
великобритания,нато,negative
московский совещание,ссср,positive
запад,россия,negative
запад,владимир путин,positive
запад,хх век,negative
крым,россия,negative
крым,хх век,negative
владимир путин,россия,negative
владимир путин,хх век,negative
россия,соединять штат,negative
вто,соединять штат,negative
сша,борис ельцин,positive
сша,соединенный штат,positive
арктика,соединять штат,positive
арктика,горный университет,positive
арктика,владимир литвиненко,positive
арктика,schlumberger,positive
горный университет,соединять штат,positive
горный университет,schlumberger,positive
владимир литвиненко,соединять штат,positive
владимир литвиненко,schlumberger,positive
тэк,россия,positive
новатэк,объединять судостроительный корпорация,negative
dsme,объединять судостроительный корпорация,negative
москва,украина,negative
москва,сми,negative
россия,вашингтон,positive
сша,вашингтон,negative
запад,вашингтон,negative
россия,запад,negative
запад,путин,negative
рф,путин,negative
запад,пост-путин,positive
владимир путин,запад,positive
сталин,гарри трумэн,negative
рузвельт,гарри трумэн,negative
тегеранский конференция,гарри трумэн,negative
запад,ссср,positive
ссср,московский совещание,positive
соединять штат,арктика,positive
соединять штат,горный университет,positive
соединять штат,владимир литвиненко,positive
горный университет,арктика,positive
владимир литвиненко,арктика,positive
schlumberger,арктика,positive
schlumberger,горный университет,positive
schlumberger,владимир литвиненко,positive
россия,тэк,positive
пост-путин,запад,positive
