путин,сша,negative
путин,нато,negative
путин,восман,negative
сша,нато,negative
сша,восман,negative
нато,восман,negative
миксер,россия,negative
миксер,эстония,negative
восман,эстония,negative
крым,сирия,negative
россия,восман,negative
россия,миксер,negative
россия,эстония,negative
восман,россия,negative
эстония,россия,negative
путин,миксер,negative
эстония,нато,positive
нато,сша,negative
восман,сша,negative
восман,нато,negative
восман,путин,negative
россия,нато,negative
россия,ближний восток,negative
балтия,ближний восток,negative
сша,путин,negative
нато,путин,negative
