россия,карибский кризис,negative
сша,карибский кризис,negative
советский союз,великобритания,negative
советский союз,франция,negative
соединять штат,великобритания,negative
соединять штат,франция,negative
франция,германия,negative
франция,бисмарк,negative
сша,ссср,negative
ссср,германия,negative
советский союз,высоцкий,negative
соединенный штат,высоцкий,negative
серж москович,соединенный штат,negative
серж москович,хх век,negative
серж москович,разрабатывать,negative
хх век,соединенный штат,negative
хх век,разрабатывать,negative
сша,южный корея,positive
сша,кндр,positive
оон,ссср,negative
оон,организация,negative
совет безопасность,ссср,negative
совет безопасность,организация,negative
фрг,нато (мсяс,positive
фрг,мсяс,positive
фрг,нато,positive
ссср,москва,positive
западный берлин,москва,positive
берлинский стена,москва,positive
джон кеннеди,москва,positive
кеннеди,москва,positive
нато,европа,negative
цк,ссср,negative
цк,женевский переговоры,negative
кпсс,ссср,negative
кпсс,женевский переговоры,negative
юрий андропов,ссср,negative
юрий андропов,женевский переговоры,negative
андропов,ссср,negative
андропов,женевский переговоры,negative
андропов,москва,negative
москва,сша,negative
сша,ближний восток,negative
ссср,сша,negative
ссср,карибский кризис,negative
ссср,ближний восток,negative
ссср,соединять штат,positive
соединять штат,россия,positive
соединять штат,впк,positive
россия,впк,positive
сша,евросоюз,positive
россия,сша,negative
россия,евросоюз,positive
сми,россия,negative
москва,вашингтон,negative
клинтон,белый дом,negative
клинтон,россия,negative
россия,нато,positive
борис ельцин,нато,negative
борис ельцин,россия,negative
будапештский,нато,negative
будапештский,россия,negative
сбсе,нато,negative
сбсе,россия,negative
ельцин,нато,negative
ельцин,россия,negative
вашингтон,сша,negative
вашингтон,россия,negative
вашингтон,ельцин,positive
ельцин,сша,negative
глобальный антитеррористический коалиция,ирак,negative
верховный совет,россия,negative
сша,европа,positive
ссср,европа,positive
хельсинкский акт 1975 г,европа,positive
соединять штат,ссср,positive
соединять штат,прибалтика,positive
прибалтика,ссср,positive
соединенный штат,россия,negative
арктика,соединенный штат,negative
арктика,россия,negative
арктика,вашингтон,negative
арктика,северный ледовитый океан,negative
сша,крым,negative
соединенный штат,кремль,negative
соединенный штат,путин,negative
госдепартамент,россия,positive
россия,москва,negative
россия,срю,positive
нато,россия,positive
нато,москва,positive
нато,срю,positive
срю,россия,positive
срю,нато,positive
основополагающий акт,россия,positive
основополагающий акт,нато,positive
россия,балканский полуостров,negative
пятидневный война,россия,negative
пятидневный война,грузия,negative
михаил саакашвили,южный осетия,negative
михаил саакашвили,абхазия,negative
саакашвили,южный осетия,negative
саакашвили,абхазия,negative
москва,грузия,negative
саакашвили,нато,negative
саакашвили,европа,negative
россия,ирак,negative
россия,черный море,negative
буш-младший,ирак,negative
буш-младший,черный море,negative
нато,черный море,negative
россия,украина,positive
украина,нато,negative
украина,черный море,negative
соединять штат,ес,positive
сша,нато,negative
сша,балтый-черноморский регион,negative
украина,балтый-черноморский регион,negative
москва,игила,negative
вашингтон,игила,negative
вашингтон,москва,negative
париж,вашингтон,positive
париж,москва,positive
великобритания,европа,positive
франция,нато,positive
франция,лондон,positive
германия,вашингтон,negative
цру,кгб,negative
кгб,цру,negative
соединенный штат,хх век,negative
хх век,серж москович,negative
разрабатывать,хх век,negative
ссср,оон,negative
ссср,совет безопасность,negative
организация,оон,negative
организация,совет безопасность,negative
фрг,москва,positive
москва,андропов,negative
карибский кризис,сша,negative
ближний восток,сша,negative
россия,сми,negative
белый дом,клинтон,negative
россия,клинтон,negative
ирак,глобальный антитеррористический коалиция,negative
договор рсмд,рсмд,negative
рсмд,договор рсмд,negative
ссср,прибалтика,positive
прибалтика,соединять штат,positive
соединенный штат,арктика,negative
россия,арктика,negative
вашингтон,арктика,negative
северный ледовитый океан,арктика,negative
крым,россия,negative
россия,крым,negative
крым,сша,negative
кремль,соединенный штат,negative
путин,соединенный штат,negative
москва,нато,positive
москва,срю,positive
основополагающий акт,срю,positive
балканский полуостров,россия,negative
россия,пятидневный война,negative
грузия,пятидневный война,negative
нато,саакашвили,negative
европа,саакашвили,negative
