нетаньяху,голанский высота,positive
израиль,израиль,positive
израиль,голанский высота,positive
биньямин нетаньяху,израиль,positive
биньямин нетаньяху,голанский высота,positive
владимир путин,израиль,positive
владимир путин,голанский высота,positive
голанский высота,израиль,positive
нетаньяху,израиль,positive
путин,израиль,positive
путин,голанский высота,positive
нетаньяху,сирия,positive
израиль,сирия,positive
израиль,кремль,positive
израиль,вашингтон,positive
сирия,тель-авив,positive
демократический союз,тель-авив,positive
тель-авив,голанский высота,negative
едиот ахронот,сирия,negative
голанский высота,голанский высота,positive
